id,kind,zone,worldX,worldZ,lat,lon,areaKm2,sizeX,sizeZ
Z23-005,island,Z23,30729.7,2325.2,3.22110,73.42651,0.0014,47.8,43.1
Z24-006,island,Z24,-34918.8,4733.8,3.24286,72.83577,0.0138,150.0,132.7
Z24-005,island,Z24,-18991.3,4783.3,3.24327,72.97909,0.0049,116.7,63.0
Z24-004,island,Z24,-34916.5,4827.5,3.24373,72.83569,0.0013,94.5,31.0
Z24-003,island,Z24,-36812.5,6022.9,3.25438,72.81894,0.0867,385.8,729.8
Z24-002,island,Z24,-24567.5,6465.8,3.25843,72.92893,0.001,30.0,67.5
Z24-001,island,Z24,-16422.5,7704.7,3.26991,73.00230,0.1498,497.9,422.4
Z23-004,island,Z23,33432.0,8127.1,3.27346,73.45091,0.0037,133.4,67.5
Z23-003,island,Z23,33307.0,8178.0,3.27391,73.44976,0.0031,123.4,59.7
Z23-002,island,Z23,32639.5,8468.7,3.27637,73.44406,0.0651,1173.8,471.1
Z23-001,island,Z23,31857.6,8746.6,3.27909,73.43663,0.0005,53.4,16.6
Z22-021,island,Z22,35563.2,12732.3,3.31498,73.47004,0.054,283.4,293.0
Z22-020,island,Z22,41295.3,15810.2,3.34298,73.52166,0.0194,268.9,128.3
Z22-019,island,Z22,54549.4,17668.1,3.35976,73.64086,0.0018,56.7,49.8
Z22-018,island,Z22,67661.0,28036.1,3.45404,73.75885,0.0631,170.6,972.0
Z22-017,island,Z22,44482.7,29022.5,3.46207,73.54999,0.1171,503.3,423.5
Z22-016,island,Z22,44095.4,30063.5,3.47209,73.54746,0.1386,536.7,377.1
Z21-041,island,Z21,-36124.4,30412.1,3.47540,72.82253,0.1407,907.8,262.1
Z21-042,island,Z21,-32735.3,30404.7,3.47488,72.85507,0.2244,376.6,824.9
Z21-040,island,Z21,-34693.7,30359.8,3.47586,72.83666,1.7045,2212.4,1412.1
Z21-037,island,Z21,-40000.4,31492.8,3.48478,72.79013,0.0029,106.7,48.7
Z21-039,island,Z21,-38519.0,31269.1,3.48330,72.80146,0.4777,1823.3,430.1
Z21-038,island,Z21,-30216.3,31431.7,3.48418,72.87762,0.158,874.6,670.1
Z21-036,island,Z21,-29731.1,31756.0,3.48721,72.88242,0.0001,12.2,12.2
Z22-015,island,Z22,43189.0,31807.6,3.48772,73.53882,0.0999,582.1,435.7
Z21-035,island,Z21,-40850.2,32039.2,3.48914,72.78457,0.192,963.2,392.5
Z21-034,island,Z21,-41224.6,32173.6,3.49099,72.77899,0.0001,22.2,13.3
Z22-014,island,Z22,42559.1,32433.6,3.49332,73.53289,0.009,160.0,95.1
Z21-033,island,Z21,-43172.4,32536.8,3.49432,72.76143,0.0024,71.1,57.5
Z22-013,island,Z22,42227.1,33032.5,3.49880,73.52993,0.0251,232.2,217.8
Z22-012,island,Z22,42194.6,33146.6,3.49979,73.52975,0.0001,11.1,11.1
Z22-011,island,Z22,42149.1,33162.3,3.49989,73.52936,0.001,44.5,43.1
Z21-032,island,Z21,-28207.9,32991.7,3.49813,72.89546,0.1096,871.4,873.6
Z21-031,island,Z21,-24889.2,36541.1,3.53075,72.92650,0.3874,1343.8,2207.1
Z21-030,island,Z21,-47780.6,38076.8,3.54424,72.71996,0.0592,253.2,445.6
Z22-010,island,Z22,26039.6,40126.5,3.56306,73.38420,0.0036,124.5,116.1
Z21-029,island,Z21,-47928.7,40945.9,3.57021,72.71879,0.1064,489.9,326.2
Z21-028,island,Z21,-26547.9,41352.5,3.57389,72.91078,0.0243,218.8,190.2
Z21-027,island,Z21,-27535.3,41849.6,3.57869,72.90207,0.0326,233.3,233.3
Z22-009,island,Z22,26368.1,42818.6,3.58709,73.38746,0.016,227.8,273.1
Z22-008,island,Z22,26221.1,42999.3,3.58878,73.38606,0.0005,34.4,42.0
Z22-007,island,Z22,28852.4,43403.8,3.59251,73.40969,0.0024,124.4,44.2
Z21-026,island,Z21,-29610.6,43542.2,3.59373,72.88358,0.0283,188.9,203.5
Z22-006,island,Z22,38652.8,43539.3,3.59365,73.49812,0.0662,288.9,332.8
Z21-024,island,Z21,-27737.5,45120.5,3.60770,72.90046,0.0203,164.4,213.4
Z21-025,island,Z21,-21564.1,45031.4,3.60704,72.95580,0.2505,454.4,866.9
Z21-023,island,Z21,-46924.3,45444.9,3.61067,72.72752,0.0307,185.6,213.4
Z21-022,island,Z21,-48004.7,45919.4,3.61514,72.71817,0.0157,211.0,175.8
Z21-020,island,Z21,-21549.0,46336.3,3.61901,72.95623,0.0044,167.8,55.3
Z21-019,island,Z21,-41092.4,46362.5,3.61930,72.77998,0.0086,217.8,154.8
Z21-021,island,Z21,-47411.8,46205.5,3.61792,72.72339,0.0871,284.3,435.7
Z22-005,island,Z22,25264.5,47598.9,3.63053,73.37746,0.0005,36.7,29.9
Z21-018,island,Z21,-21293.7,47961.6,3.63386,72.95835,0.0815,641.0,185.8
Z22-004,island,Z22,23915.6,48280.0,3.63643,73.36529,0.0139,207.8,157.0
Z22-003,island,Z22,37427.5,49162.8,3.64465,73.48690,0.0001,13.3,23.2
Z22-002,island,Z22,37519.0,49220.3,3.64513,73.48784,0.0075,136.6,136.0
Z21-017,island,Z21,-36425.5,49996.8,3.65218,72.82212,0.0302,236.6,205.7
Z21-016,island,Z21,-21778.1,50171.4,3.65364,72.95408,0.0167,307.8,168.1
Z21-015,island,Z21,-41679.9,51619.3,3.66690,72.77475,0.0087,115.5,97.3
Z21-014,island,Z21,-27481.6,51950.8,3.66981,72.90262,0.0007,35.6,33.2
Z22-001,island,Z22,29524.1,53115.9,3.68023,73.41574,0.0973,628.8,223.4
Z21-013,island,Z21,-48962.3,55147.1,3.69822,72.70972,0.3386,561.7,1208.6
Z21-012,island,Z21,-46430.3,59588.9,3.73887,72.73192,0.0129,167.7,121.6
Z21-011,island,Z21,-20105.8,61623.0,3.75724,72.96893,0.2157,929.8,349.4
Z21-010,island,Z21,-24944.2,63647.2,3.77541,72.92547,0.0484,488.7,153.7
Z21-009,island,Z21,-46547.6,64817.7,3.78628,72.73080,0.0195,212.1,163.7
Z21-008,island,Z21,-20727.7,65421.4,3.79155,72.96276,0.2036,891.9,361.6
Z21-007,island,Z21,-28920.8,65743.5,3.79451,72.88968,0.0093,259.9,125.0
Z21-006,island,Z21,-46417.9,66050.9,3.79733,72.73209,0.0005,41.1,23.2
Z20-060,island,Z20,29073.1,67728.5,3.81261,73.41176,0.0018,43.3,59.7
Z20-059,island,Z20,29085.0,67833.6,3.81348,73.41186,0.0001,23.3,12.2
Z20-061,island,Z20,29005.6,67664.6,3.81208,73.41091,0.0154,134.3,312.9
Z20-058,island,Z20,29039.4,67853.5,3.81366,73.41144,0.0001,12.2,12.2
Z21-005,island,Z21,-35681.8,68469.4,3.81923,72.82876,0.0001,23.3,12.2
Z20-057,island,Z20,33837.5,71589.1,3.84742,73.45465,0.0008,41.1,34.3
Z20-056,island,Z20,33863.1,71638.1,3.84789,73.45489,0.0001,23.3,13.3
Z20-055,island,Z20,34411.9,71706.3,3.84846,73.45982,0.0245,98.8,293.0
Z21-004,island,Z21,-21673.2,71812.6,3.84923,72.95540,0.1744,951.8,290.8
Z20-053,island,Z20,34447.7,72082.9,3.85180,73.46017,0.0261,187.7,306.3
Z20-054,island,Z20,33974.2,72054.4,3.85120,73.45545,0.1072,433.2,614.8
Z20-052,island,Z20,34039.5,72552.9,3.85711,73.45665,0.1108,318.7,687.8
Z20-051,island,Z20,34285.4,74061.2,3.86980,73.45869,0.0001,12.2,12.2
Z20-050,island,Z20,34314.2,74183.6,3.87091,73.45904,0.0226,81.2,503.1
Z20-049,island,Z20,34320.4,74632.6,3.87490,73.45892,0.0069,74.4,153.7
Z21-003,island,Z21,-21686.8,74749.2,3.87598,72.95469,0.005,104.4,159.2
Z20-048,island,Z20,24130.6,74879.5,3.87705,73.36706,0.0545,313.2,263.2
Z20-047,island,Z20,24241.9,75011.4,3.87836,73.36826,0.0012,84.4,43.1
Z21-002,island,Z21,-46917.0,75715.1,3.88468,72.72742,0.0342,366.6,196.8
Z21-001,island,Z21,-37092.9,75960.0,3.88719,72.81626,0.018,188.8,158.1
Z20-046,island,Z20,35332.8,77562.2,3.90086,73.46758,0.2216,533.0,680.0
Z20-045,island,Z20,23091.6,77778.4,3.90336,73.35779,0.0259,323.2,130.5
Z20-044,island,Z20,35981.2,77784.2,3.90348,73.47383,0.1293,400.9,451.2
Z20-043,island,Z20,35843.1,78079.9,3.90612,73.47273,0.0006,41.1,23.2
Z20-042,island,Z20,33957.3,79003.1,3.91457,73.45586,0.045,233.2,286.4
Z20-041,island,Z20,35556.9,79368.1,3.91769,73.46969,0.0157,297.6,103.9
Z20-040,island,Z20,35548.4,79416.1,3.91823,73.47010,0.0003,44.4,13.3
Z20-039,island,Z20,35713.5,79431.5,3.91840,73.47160,0.0002,23.3,23.2
Z19-021,island,Z19,-45005.1,79712.7,3.92081,72.74499,0.1617,666.4,389.2
Z20-038,island,Z20,34032.4,79829.6,3.92209,73.45645,0.0734,282.1,364.9
Z19-020,island,Z19,-29996.3,82245.3,3.94377,72.87990,0.0017,86.6,34.3
Z20-037,island,Z20,37725.5,81944.6,3.94081,73.48988,0.3859,989.1,1085.9
Z19-019,island,Z19,-26262.4,83934.6,3.95915,72.91351,0.0076,120.0,94.0
Z20-036,island,Z20,39495.0,84853.5,3.96724,73.50556,0.0326,233.2,197.9
Z20-035,island,Z20,39590.1,85312.2,3.97160,73.50653,0.0131,117.7,171.4
Z20-034,island,Z20,39205.2,85360.8,3.97190,73.50305,0.0011,40.0,74.1
Z20-033,island,Z20,39119.2,85415.8,3.97202,73.50223,0.0295,162.3,409.1
Z20-032,island,Z20,39089.3,85642.5,3.97452,73.50199,0.0011,56.6,27.6
Z20-031,island,Z20,39602.0,85886.0,3.97668,73.50687,0.0161,136.6,180.2
Z19-018,island,Z19,-47824.6,86947.6,3.98617,72.71911,0.2797,976.2,387.0
Z20-029,island,Z20,39720.5,87659.6,3.99271,73.50765,0.003,77.7,64.1
Z20-030,island,Z20,39861.8,87463.5,3.99084,73.50929,0.0891,268.7,550.7
Z19-017,island,Z19,-29782.4,88726.2,4.00247,72.88186,0.0064,82.2,119.4
Z19-016,island,Z19,-22289.9,89146.2,4.00615,72.94924,0.0399,305.4,182.5
Z19-015,island,Z19,-37652.2,89204.5,4.00679,72.81120,0.0319,254.4,196.8
Z20-028,island,Z20,28159.4,89420.4,4.00848,73.40345,0.0115,116.6,161.4
Z20-027,island,Z20,26006.6,89658.7,4.01078,73.38422,0.0005,43.3,27.6
Z20-025,island,Z20,27136.5,90023.8,4.01420,73.39582,0.0339,540.8,130.5
Z20-026,island,Z20,25882.4,89997.1,4.01326,73.38276,0.0887,408.6,529.7
Z19-014,island,Z19,-25592.6,92671.1,4.03834,72.91963,0.0356,226.6,321.8
Z19-013,island,Z19,-47078.4,94100.1,4.05117,72.72574,0.3836,1091.5,578.3
Z20-024,island,Z20,29010.9,94604.2,4.05566,73.41127,0.0025,57.7,74.1
Z19-012,island,Z19,-22713.6,96223.9,4.07026,72.94566,0.0153,244.3,102.8
Z19-011,island,Z19,-29100.4,96630.8,4.07381,72.88778,0.0138,154.4,253.2
Z20-023,island,Z20,40229.5,97732.3,4.08374,73.51252,0.025,227.7,203.5
Z20-022,island,Z20,41454.5,98573.2,4.09155,73.52323,0.0034,73.3,77.4
Z19-010,island,Z19,-44093.1,99087.8,4.09605,72.75305,0.0322,264.2,203.5
Z20-021,island,Z20,27780.9,99213.5,4.09744,73.39959,0.0689,524.2,392.5
Z20-020,island,Z20,41739.0,99768.7,4.10236,73.52584,0.0029,78.9,122.7
Z20-019,island,Z20,41680.2,99860.8,4.10305,73.52541,0.0002,23.3,24.3
Z20-018,island,Z20,41686.5,99877.4,4.10327,73.52544,0.0001,12.2,12.2
Z20-017,island,Z20,41660.9,99902.8,4.10352,73.52521,0.0003,24.4,24.3
Z20-016,island,Z20,41626.3,100026.9,4.10464,73.52485,0.0102,71.1,217.8
Z19-009,island,Z19,-23563.7,101577.0,4.11887,72.93791,0.0041,71.1,106.2
Z20-014,island,Z20,35389.1,101744.4,4.12032,73.46845,0.0472,393.1,167.0
Z20-013,island,Z20,38524.3,101854.9,4.12112,73.49696,0.0007,34.4,33.2
Z20-015,island,Z20,40898.8,101754.0,4.12026,73.51795,0.0235,223.1,322.9
Z20-012,island,Z20,40478.6,101839.1,4.12113,73.51472,0.0206,298.7,186.9
Z20-011,island,Z20,39259.6,101894.1,4.12137,73.50317,0.0265,308.6,221.2
Z19-008,island,Z19,-44794.3,101926.7,4.12188,72.74643,0.0062,118.8,118.3
Z20-010,island,Z20,31866.6,101878.1,4.12148,73.43687,0.0606,376.3,362.7
Z20-008,island,Z20,37780.6,102006.9,4.12234,73.49007,0.0435,475.1,267.6
Z20-006,island,Z20,40675.8,102073.1,4.12325,73.51604,0.0142,224.3,123.8
Z20-007,island,Z20,38300.2,102050.8,4.12291,73.49484,0.0249,379.8,185.8
Z20-004,island,Z20,36784.8,102119.1,4.12360,73.48135,0.009,158.8,84.0
Z20-009,island,Z20,35096.0,102022.2,4.12231,73.46612,0.043,227.7,358.3
Z20-005,island,Z20,37043.0,102152.3,4.12356,73.48412,0.0112,207.6,117.2
Z20-001,island,Z20,34119.3,102220.2,4.12418,73.45740,0.0072,98.9,179.1
Z20-003,island,Z20,35827.3,102127.8,4.12384,73.47287,0.0553,324.1,333.9
Z20-002,island,Z20,34738.3,102179.5,4.12414,73.46313,0.1097,299.8,548.5
Z15-085,island,Z15,37281.7,107633.5,4.17338,73.48491,0.3162,631.8,745.3
Z18-003,island,Z18,39698.0,108450.4,4.18080,73.50756,0.0001,12.2,12.2
Z18-004,island,Z18,39936.1,107800.3,4.17456,73.51002,2.0541,2056.9,1395.5
Z18-002,island,Z18,39880.1,108452.2,4.18083,73.50922,0.0003,32.2,17.7
Z18-001,island,Z18,39778.7,108460.7,4.18089,73.50830,0.0002,33.3,12.2
Z19-007,island,Z19,-42525.3,108490.7,4.18099,72.76696,0.0327,297.6,143.7
Z15-082,island,Z15,40878.2,108798.9,4.18376,73.51802,0.0439,287.6,267.6
Z15-084,island,Z15,34166.0,108541.7,4.18099,73.45509,0.2074,672.6,1099.1
Z15-083,island,Z15,32612.9,108650.5,4.18266,73.43570,1.0741,2645.8,1037.2
Z15-081,island,Z15,31773.1,109098.8,4.18693,73.43624,0.0271,179.9,184.7
Z19-006,island,Z19,-41812.2,108977.9,4.18577,72.77363,0.1144,351.9,431.2
Z19-005,island,Z19,-44820.9,109698.7,4.19161,72.74580,0.1875,633.8,510.9
Z19-004,island,Z19,-36780.2,109958.8,4.19467,72.81910,0.0686,369.7,259.9
Z15-080,island,Z15,40417.8,110260.7,4.19697,73.51416,0.0385,270.9,267.6
Z15-078,island,Z15,29201.6,110625.1,4.20038,73.41292,0.0241,164.3,233.3
Z15-077,island,Z15,37121.0,111970.0,4.21306,73.48478,0.0641,367.3,561.7
Z19-003,island,Z19,-31657.9,112224.9,4.21494,72.86459,0.206,719.1,785.1
Z15-079,island,Z15,42404.9,110054.3,4.19723,73.52993,3.0763,1700.7,4757.0
Z19-002,island,Z19,-43737.5,112780.9,4.21996,72.75603,0.0001,12.2,12.2
Z19-001,island,Z19,-43795.3,112800.3,4.22004,72.75539,0.0086,142.1,101.7
Z15-075,island,Z15,42487.4,112858.7,4.22070,73.53271,0.0002,13.3,33.2
Z15-074,island,Z15,42667.0,113322.7,4.22480,73.53433,0.0001,13.3,22.1
Z15-073,island,Z15,42687.3,113369.9,4.22520,73.53451,0.001,33.3,64.1
Z15-072,island,Z15,41082.4,113517.7,4.22696,73.52007,0.1029,380.7,392.5
Z15-071,island,Z15,38287.3,113898.3,4.23012,73.49451,0.0353,303.0,235.5
Z15-070,island,Z15,43007.7,114038.0,4.23155,73.53741,0.0251,373.8,739.8
Z15-069,island,Z15,36079.4,114487.1,4.23533,73.47498,0.0012,42.2,53.1
Z15-076,island,Z15,43521.1,113171.5,4.22036,73.54250,3.9429,1895.6,4595.5
Z15-068,island,Z15,42975.0,116059.1,4.24961,73.53712,0.0001,12.2,12.2
Z15-066,island,Z15,24069.4,116082.9,4.24996,73.36659,0.0239,300.9,228.9
Z15-067,island,Z15,43933.2,116077.6,4.24967,73.54560,0.0943,653.9,338.4
Z15-065,island,Z15,43391.3,116976.8,4.25779,73.54068,0.0298,183.2,207.9
Z15-064,island,Z15,25532.5,117146.6,4.25944,73.37992,0.0291,215.4,251.0
Z17-005,island,Z17,-19141.1,117148.9,4.25945,72.98293,0.2145,1663.0,328.4
Z17-004,island,Z17,-19947.0,117333.3,4.26121,72.97014,0.0009,74.4,42.0
Z17-003,island,Z17,-20001.4,117360.6,4.26138,72.96983,0.0001,11.1,12.2
Z15-063,island,Z15,38863.2,117616.1,4.26353,73.50003,0.0237,188.7,168.1
Z17-002,island,Z17,-17502.7,117547.0,4.26309,72.99190,0.1969,442.9,620.3
Z15-062,island,Z15,37889.8,118250.9,4.26935,73.49149,0.1579,460.7,437.9
Z15-061,island,Z15,44888.1,119654.7,4.28208,73.55436,0.0001,12.2,12.2
Z15-060,island,Z15,45097.5,119694.5,4.28244,73.55625,0.0001,12.2,12.2
Z15-059,island,Z15,45119.3,119710.3,4.28265,73.55646,0.0003,33.3,23.2
Z15-058,island,Z15,30791.6,119923.1,4.28440,73.42736,0.0305,218.7,213.4
Z15-056,island,Z15,44986.9,120368.2,4.28862,73.55526,0.0002,13.3,32.1
Z15-057,island,Z15,44854.3,120009.3,4.28565,73.55395,0.1523,295.1,833.7
Z15-055,island,Z15,44979.0,120471.8,4.28946,73.55518,0.0008,34.4,52.0
Z15-054,island,Z15,45293.0,121002.6,4.29420,73.55792,0.0518,287.4,421.3
Z17-001,island,Z17,-15339.8,121488.4,4.29902,73.01166,0.0278,141.0,339.5
Z15-053,island,Z15,39612.4,122305.2,4.30616,73.50689,0.0047,82.1,162.5
Z15-052,island,Z15,29561.1,122368.0,4.30672,73.41629,0.0175,158.7,143.7
Z15-050,island,Z15,30426.0,122680.1,4.30962,73.42412,0.0325,177.6,230.0
Z15-051,island,Z15,46689.5,122549.9,4.30846,73.57149,0.6252,1163.2,827.1
Z15-049,island,Z15,37462.4,122924.7,4.31174,73.48744,0.0207,169.9,168.1
Z15-048,island,Z15,48227.7,123269.9,4.31473,73.58453,0.0129,88.8,265.4
Z15-047,island,Z15,47507.6,123673.5,4.31797,73.57945,0.041,416.3,185.8
Z15-046,island,Z15,49049.0,123602.2,4.31823,73.59166,0.0325,261.0,357.2
Z15-045,island,Z15,49059.6,123912.4,4.32055,73.59197,0.0032,75.4,77.4
Z15-044,island,Z15,49704.2,124770.1,4.32845,73.59790,0.0414,257.3,441.2
Z15-043,island,Z15,50085.0,125392.7,4.33380,73.60352,0.4165,853.5,809.4
Z15-042,island,Z15,50577.8,126121.5,4.34061,73.60566,0.0001,12.2,12.2
Z15-041,island,Z15,51226.4,126428.2,4.34337,73.61152,0.0017,68.8,45.3
Z15-040,island,Z15,50816.2,126407.1,4.34378,73.60858,0.0941,478.1,651.3
Z15-039,island,Z15,51898.9,127187.7,4.35057,73.61814,0.153,412.9,677.8
Z15-038,island,Z15,52879.4,128436.5,4.36142,73.62649,0.0379,383.9,377.1
Z15-036,island,Z15,29239.1,128963.7,4.36628,73.41341,0.0005,30.0,34.3
Z15-037,island,Z15,29415.1,128929.9,4.36599,73.41519,0.0326,351.9,139.3
Z15-035,island,Z15,24382.6,129179.5,4.36826,73.37010,0.0219,335.2,100.6
Z15-034,island,Z15,55492.8,129769.7,4.37436,73.65083,0.3662,963.3,590.5
Z15-033,island,Z15,56950.4,130217.3,4.37696,73.66248,0.0703,304.0,654.6
Z15-032,island,Z15,27877.2,132429.5,4.39766,73.40117,0.0001,23.3,13.3
Z15-031,island,Z15,26025.6,136100.2,4.43095,73.38428,0.0441,295.3,403.6
Z16-001,island,Z16,-21103.8,136681.2,4.43708,72.95908,1.497,1412.7,1601.1
Z15-030,island,Z15,62558.9,137313.5,4.44200,73.71409,0.1889,443.6,884.6
Z15-029,island,Z15,62922.5,138701.7,4.45427,73.71700,0.3186,435.0,1181.0
Z15-028,island,Z15,56798.4,140019.9,4.46616,73.66157,0.0111,154.2,139.3
Z15-027,island,Z15,33202.9,140857.0,4.47375,73.44954,0.0218,340.8,155.9
Z15-026,island,Z15,27026.6,141718.1,4.48163,73.39326,0.0191,185.3,150.4
Z15-025,island,Z15,24222.0,143813.0,4.50064,73.36854,0.0646,278.5,444.5
Z15-024,island,Z15,24354.7,145407.0,4.51439,73.37042,0.36,581.5,1568.0
Z15-023,island,Z15,24090.0,146197.9,4.52212,73.36700,0.0056,79.9,112.8
Z15-022,island,Z15,24699.2,147442.5,4.53327,73.37254,0.0226,114.3,348.3
Z15-021,island,Z15,52310.2,148298.7,4.54103,73.62113,0.0353,467.1,128.3
Z15-020,island,Z15,28375.9,148453.9,4.54265,73.40566,0.0148,233.1,127.2
Z15-019,island,Z15,34745.0,148891.0,4.54645,73.46314,0.0004,34.4,31.0
Z15-018,island,Z15,34514.2,148917.9,4.54677,73.46103,0.0001,12.2,12.2
Z15-017,island,Z15,34445.4,148942.6,4.54703,73.46026,0.0028,149.8,37.6
Z15-016,island,Z15,47870.4,152692.9,4.58091,73.58140,0.0001,12.2,12.2
Z15-014,island,Z15,47940.3,152722.8,4.58118,73.58203,0.0001,12.2,12.2
Z15-015,island,Z15,47659.0,152736.0,4.58115,73.57918,0.0242,158.7,373.7
Z15-013,island,Z15,29349.7,153705.8,4.58993,73.41459,0.011,148.7,103.9
Z15-012,island,Z15,48861.9,153694.3,4.59004,73.59165,0.0537,542.6,298.6
Z15-011,island,Z15,36167.9,154715.4,4.59923,73.47596,0.0004,35.5,24.3
Z15-010,island,Z15,34452.7,154727.9,4.59930,73.46050,0.0014,93.2,27.6
Z15-009,island,Z15,47978.8,155057.0,4.60229,73.58239,0.0001,12.2,12.2
Z15-008,island,Z15,37898.6,155400.2,4.60559,73.49171,0.0331,238.6,273.1
Z15-007,island,Z15,45702.3,158430.8,4.63271,73.56181,0.0119,167.4,183.6
Z15-006,island,Z15,28338.7,158708.4,4.63528,73.40540,0.0004,31.1,23.2
Z15-005,island,Z15,46107.8,158812.4,4.63650,73.56567,0.0184,155.3,207.9
Z15-004,island,Z15,27941.3,158978.8,4.63765,73.40156,0.0427,400.5,179.1
Z15-003,island,Z15,38932.7,163342.3,4.67695,73.50127,0.0286,221.9,193.5
Z15-001,island,Z15,33460.9,164771.1,4.69014,73.45160,0.0001,12.2,12.2
Z15-002,island,Z15,33404.8,164803.3,4.69010,73.45113,0.0345,233.1,484.3
Z14-005,island,Z14,37303.5,169224.4,4.73036,73.48622,0.0007,56.6,29.9
Z14-004,island,Z14,38770.2,169839.9,4.73599,73.49994,0.1672,606.8,442.3
Z14-003,island,Z14,38710.7,170070.3,4.73804,73.49894,0.0003,30.0,19.9
Z14-002,island,Z14,38690.5,170085.4,4.73820,73.49876,0.0001,12.2,12.2
Z14-001,island,Z14,30871.4,175389.3,4.78613,73.42772,0.0297,629.0,103.9
Z13-005,island,Z13,-16386.8,185737.5,4.87968,73.00227,0.0003,33.3,21.0
Z13-006,island,Z13,-16654.3,185161.2,4.87099,72.99770,1.4708,1673.7,2045.7
Z13-004,island,Z13,-19928.2,185913.2,4.88125,72.97208,0.1737,1572.7,491.0
Z13-003,island,Z13,-20760.9,186157.6,4.88355,72.96282,0.0001,12.2,12.2
Z13-002,island,Z13,-21048.9,186228.0,4.88402,72.96083,0.0207,425.9,132.7
Z13-001,island,Z13,-23882.9,186267.7,4.88460,72.93526,0.2046,1526.2,308.5
Z12-001,island,Z12,34101.6,194069.6,4.95686,73.46415,2.677,2664.6,2097.6
Z11-064,island,Z11,-27073.0,199148.8,5.00134,72.90597,0.1757,562.3,432.4
Z11-062,island,Z11,-32377.7,199862.0,5.00794,72.85727,0.0391,484.4,432.4
Z11-063,island,Z11,-25173.8,199828.8,5.00766,72.92329,0.3009,589.0,721.0
Z11-061,island,Z11,-23047.5,200052.8,5.00912,72.94223,0.2902,947.1,623.6
Z11-059,island,Z11,-22829.5,200406.6,5.01237,72.94413,0.001,33.3,42.0
Z11-060,island,Z11,-21936.8,200283.0,5.01156,72.95175,0.0711,456.8,363.8
Z11-058,island,Z11,-20665.1,200630.6,5.01444,72.96366,0.0002,33.3,13.3
Z11-057,island,Z11,-20378.7,200774.2,5.01576,72.96622,0.0018,76.5,44.2
Z11-056,island,Z11,-34377.9,201558.0,5.02269,72.84039,0.2355,676.3,582.7
Z11-055,island,Z11,-29737.5,203422.2,5.03950,72.88166,0.1011,277.2,540.7
Z11-054,island,Z11,-34690.5,205885.7,5.06201,72.83724,0.0061,146.4,77.4
Z11-053,island,Z11,-13165.6,206030.3,5.06318,73.03138,0.0518,408.1,205.7
Z11-052,island,Z11,-32583.3,206082.9,5.06378,72.85616,0.0101,180.7,74.1
Z11-051,island,Z11,-32441.0,206119.2,5.06410,72.85742,0.0003,34.4,24.3
Z11-050,island,Z11,-13063.6,206897.6,5.07116,73.03205,0.0093,144.1,106.2
Z11-049,island,Z11,-30193.0,207665.4,5.07840,72.87819,0.0076,226.3,141.5
Z11-048,island,Z11,-9711.7,209284.1,5.09255,73.06344,0.1896,756.2,491.0
Z11-047,island,Z11,-8709.2,210421.0,5.10281,73.07022,0.4893,1130.9,721.0
Z11-046,island,Z11,-8016.2,211490.9,5.11265,73.07711,0.3558,1126.4,796.1
Z11-044,island,Z11,-26888.6,213910.7,5.13449,72.90749,0.0001,12.2,12.2
Z11-045,island,Z11,-26599.7,213785.3,5.13357,72.91038,0.1009,636.4,222.3
Z11-043,island,Z11,-26866.1,213921.8,5.13464,72.90767,0.0003,43.2,13.3
Z11-042,island,Z11,-26797.0,213931.4,5.13473,72.90832,0.0002,33.3,12.2
Z11-041,island,Z11,-26593.7,213941.3,5.13481,72.91015,0.0001,23.3,12.2
Z11-040,island,Z11,-26727.1,213941.3,5.13482,72.90895,0.0002,33.3,12.2
Z11-039,island,Z11,-4695.9,213919.6,5.13491,73.10762,0.2309,647.5,546.2
Z11-038,island,Z11,-3899.3,214690.1,5.14122,73.11495,0.1547,605.3,520.8
Z11-037,island,Z11,-2075.7,216405.2,5.15657,73.13209,0.6058,1384.7,765.2
Z11-036,island,Z11,-10805.6,217042.4,5.16259,73.05324,0.1148,665.2,346.1
Z11-035,island,Z11,-17074.2,218373.1,5.17488,72.99563,0.1099,390.2,441.2
Z11-034,island,Z11,-13131.7,219095.8,5.18148,73.03156,0.0005,31.0,32.1
Z11-033,island,Z11,-1908.7,219285.1,5.18314,73.13278,0.0001,12.2,12.2
Z11-032,island,Z11,-1888.8,219324.9,5.18350,73.13296,0.0001,12.2,12.2
Z11-031,island,Z11,1510.9,219745.0,5.18716,73.16368,0.0216,238.4,155.9
Z11-030,island,Z11,-3000.6,219845.1,5.18796,73.12275,0.1536,627.5,384.8
Z11-029,island,Z11,-1971.2,220187.6,5.19114,73.13212,0.1201,543.2,376.0
Z11-027,island,Z11,-6388.2,220523.4,5.19431,73.09238,0.001,48.8,44.2
Z11-028,island,Z11,-6571.0,220485.4,5.19395,73.09058,0.021,408.0,123.8
Z11-026,island,Z11,-7193.0,221854.7,5.20646,73.08497,0.1374,575.4,350.5
Z11-025,island,Z11,-2783.0,222800.5,5.21510,73.12493,0.2625,726.1,550.7
Z11-023,island,Z11,235.8,223085.6,5.21754,73.15215,0.0005,32.1,32.1
Z11-024,island,Z11,419.0,223019.6,5.21715,73.15359,0.0338,317.1,182.5
Z11-022,island,Z11,-30222.5,224716.7,5.23236,72.87713,0.0905,517.6,326.2
Z11-020,island,Z11,-1251.4,225040.2,5.23523,73.13862,0.0101,194.0,94.0
